Transaction,Status,Txnauthid,TxnDateTime,Txntype,Txnstatus,Error_Type,Errorcode,Error_Msg,Responsecode,Response_Description
m2m benificiary payment,PASS,809318246978,2018-04-03 18:22:49.0,APFT,C,-,null,null,00,-
m2m benificiary search,PASS,809318246979,2018-04-03 18:22:53.0,APD5,C,-,null,null,00,null
m2m benificiary search,PASS,809318246980,2018-04-03 18:22:55.0,APD5,C,-,null,null,00,null
m2m benificiary delete search,PASS,809318246981,2018-04-03 18:22:56.0,AP2L,C,-,null,null,00,null
m2m benificiary delete search,PASS,809318246982,2018-04-03 18:22:57.0,AP2L,C,-,null,null,00,null
M2M benificiary delete,PASS,809318246983,2018-04-03 18:22:59.0,AP2D,C,-,null,null,00,null
m2m Quick FT Benificiary Not Registered For Mobile Banking,FAIL,809318246984,2018-04-03 18:23:00.0,APQM,F,C,null,null,09,Beneficiary not registered for mobile banking.Kindly transfer funds through mobile to account option
m2m Quick FT Insufficient Amount,FAIL,809318246985,2018-04-03 18:23:02.0,APQM,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
m2m Quick FT Amount Exceeds Limit,FAIL,809318246986,2018-04-03 18:23:03.0,APQM,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
m2m Ben Reg Acclist For Random Mobile No,FAIL,809318246987,2018-04-03 18:23:05.0,APRM,F,B,null,null,09,Beneficiary not a mobile banking customer. Please contact bank for further details
m2m ben payment Exceed Transaction Amount,FAIL,809318246988,2018-04-03 18:23:06.0,APFT,F,C,null,null,09,Beneficiary not registered in mobile banking server
m2m ben payment Insufficient Amount,FAIL,809318246989,2018-04-03 18:23:08.0,APFT,F,C,null,null,09,Beneficiary not registered in mobile banking server
m2m Ben Del Same Ben SearchWKw,FAIL,809318246990,2018-04-03 18:23:09.0,AP2L,F,C,null,null,09,Beneficiary FTBeneficiary not found.
P2A Quick FT,PASS,809318246991,2018-04-03 18:23:10.0,APQT,C,-,null,null,00,-
m2a benificary registration search,PASS,809318246992,2018-04-03 18:23:15.0,APRA,C,-,null,null,00,-
m2a benificiary req,PASS,809318246993,2018-04-03 18:23:16.0,APC2,C,-,null,null,00,null
m2a benificiary payment search,PASS,809318246994,2018-04-03 18:23:17.0,APF2,C,-,null,null,00,null
m2a benificiary payment,PASS,809318246995,2018-04-03 18:23:19.0,APFA,C,-,null,null,00,-
m2a benificiary details Without Keyword,PASS,809318246996,2018-04-03 18:23:22.0,APD6,C,-,null,null,00,null
m2a benificiary details With Keyword,PASS,809318246997,2018-04-03 18:23:23.0,APD6,C,-,null,null,00,null
m2a benificiary deregistration search without keyword,PASS,809318246998,2018-04-03 18:23:25.0,AP3L,C,-,null,null,00,null
m2a benificiary deregistration search with keyword,PASS,809318246999,2018-04-03 18:23:26.0,AP3L,C,-,null,null,00,null
m2a benificiary deregistration search with keyword,PASS,809318247000,2018-04-03 18:23:27.0,AP3D,C,-,null,null,00,null
m2a Quick FT Random Ben Account,PASS,809318247001,2018-04-03 18:23:29.0,APQT,C,-,null,null,00,-
m2a Quick FT Exceeds Transaction Amount,FAIL,809318247002,2018-04-03 18:23:32.0,APQT,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
m2a QuickFT Insufficient Amount,FAIL,809318247003,2018-04-03 18:23:34.0,APQT,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
m2a Ben Reg With Random Ben Account,PASS,809318247004,2018-04-03 18:23:35.0,APC2,C,-,null,null,00,null
m2a Ben Payment Exceed Transaction Amount,FAIL,809318247005,2018-04-03 18:23:36.0,APFA,F,B,null,null,09,Maximum Amount permitted for this transaction is Rs. 5,000.00. Please enter a lesser amount
m2a Ben Payment InSufficient Amount,FAIL,809318247006,2018-04-03 18:23:38.0,APFA,F,B,null,null,09,Minimum Amount permitted for this transaction is Rs. 5.00. Please enter a higher amount
m2a Ben De-register Same Ben,PASS,809318247007,2018-04-03 18:23:39.0,AP3D,C,-,null,null,00,null
NEFT benificiary registration,PASS,809318247008,2018-04-03 18:23:40.0,APQ2,C,-,null,null,00,null
NEFT benificiary registration confirm,PASS,809318247009,2018-04-03 18:23:43.0,APQ3,C,-,null,null,00,null
NEFT benificiary list,PASS,809318247010,2018-04-03 18:23:45.0,APQ7,C,-,null,null,00,null
NEFT benificiary payment,FAIL,809318247011,2018-04-03 18:23:46.0,APQ8,F,B,null,null,09,Beneficiary not activated yet. Please try after sometime
NEFT benificiary detail,PASS,809318247012,2018-04-03 18:23:49.0,APNL,C,-,null,null,00,null
NEFT benificiary de-registration list,PASS,809318247013,2018-04-03 18:23:50.0,AP4L,C,-,null,null,00,null
NEFT benificiary de-registration confirm,PASS,809318247014,2018-04-03 18:23:52.0,AP4D,C,-,null,null,00,null
NEFT Quick FT With Invalid IFSC code,FAIL,809318247015,2018-04-03 18:23:54.0,APQN,F,C,null,null,09,Please enter the valid amount to complete the transaction 
NEFT ben reg With Invalid IFSC code,FAIL,809318247016,2018-04-03 18:23:55.0,APQ2,F,B,null,null,09,Invalid IFS code
NEFT ben reg confirm With Invalid IFSC code,PASS,809318247017,2018-04-03 18:23:57.0,APQ3,C,-,null,null,00,null
NEFT ben payment With Exceeded Amount,FAIL,809318247018,2018-04-03 18:23:58.0,APQ8,F,B,null,null,09,Beneficiary IFS Code not found. Please contact Bank for further details
NEFT ben payment With Insufficient Amount,FAIL,809318247019,2018-04-03 18:23:59.0,APQ8,F,B,null,null,09,Beneficiary IFS Code not found. Please contact Bank for further details
NEFTbenpaymentWithRandomNickname,FAIL,809318247020,2018-04-03 18:24:00.0,APQ8,F,C,null,null,09,Beneficiary not registered in mobile banking server
